Destination	Package Type Id	Name	Data	Validity	Price
Japan	46657916-c174-4c9b-b7a0-01d5dc45e0cf	Unlimited eSIM Data For 11 Days in Japan	Unlimited	11	6.87
Japan	fef84273-c138-45c9-b025-42eb89becd8e	Unlimited eSIM Data For 10 Days in Japan	Unlimited	10	7.19
Japan	4c56ae56-49b6-4b50-a39b-62dfdba54eb0	Unlimited Plus eSIM Data For 5 Days in Japan	Unlimited	5	7.19
Japan	0141c986-994b-471a-986d-e786f4b1928e	Unlimited eSIM Data For 12 Days in Japan	Unlimited	12	7.47
Japan	3d4f1a45-f4ba-4527-89b2-3c8c2f444ddf	Unlimited Plus eSIM Data For 7 Days in Japan	Unlimited	7	7.52
Japan	1340378a-f072-40f3-86b1-a4454c971a20	Unlimited eSIM Data For 13 Days in Japan	Unlimited	13	8.07
Japan	a8e54f05-f017-486d-a418-264d2178c01f	Unlimited Plus eSIM Data For 6 Days in Japan	Unlimited	6	8.3
Japan	43743781-9a76-4455-a0f3-36c4321712d2	Unlimited eSIM Data For 11 Days in Japan	Unlimited	11	8.33
Japan	0d47a6a1-9334-4925-a00a-65a932fa9a25	Unlimited Plus eSIM Data For 8 Days in Japan	Unlimited	8	8.53
Japan	d1eff9a1-bd81-4c50-82f9-3d839d1a780a	Unlimited eSIM Data For 14 Days in Japan	Unlimited	14	8.66
Japan	e5e3234a-e969-4e39-85a7-f032c9bc0627	Unlimited eSIM Data For 12 Days in Japan	Unlimited	12	8.91
Japan	f26430e4-4edd-49cc-a5e9-67cfccb6b7ab	Unlimited eSIM Data For 15 Days in Japan	Unlimited	15	8.95
Japan	10d425a3-3082-40ca-a2e6-3247a8e3e32f	Unlimited Plus eSIM Data For 7 Days in Japan	Unlimited	7	9.34
Japan	3281602f-dac3-4eb8-882f-93210c0ce2f8	Unlimited eSIM Data For 13 Days in Japan	Unlimited	13	9.51
Japan	216f54e8-a427-4e35-a53a-5454da73897f	Unlimited eSIM Data For 16 Days in Japan	Unlimited	16	9.52
Japan	32d5a902-fc23-487e-836f-d3ea7998c9da	Unlimited Plus eSIM Data For 9 Days in Japan	Unlimited	9	9.57
Japan	b8d75369-457d-40df-a96c-c567dfbca1cf	Unlimited eSIM Data For 14 Days in Japan	Unlimited	14	10.08
Japan	e712d815-605a-4e7d-991d-a988680fea16	Unlimited eSIM Data For 17 Days in Japan	Unlimited	17	10.11
Japan	4a305f6d-cce0-49ec-b1e6-67325b33152d	Unlimited Plus eSIM Data For 8 Days in Japan	Unlimited	8	10.4
Japan	6660258d-25b5-48a8-af9b-18ccb3e255f7	Unlimited Plus eSIM Data For 10 Days in Japan	Unlimited	10	10.61
Japan	216a4d7a-4d4c-49b8-85c7-91ea57ae262d	Unlimited eSIM Data For 18 Days in Japan	Unlimited	18	10.68
Japan	b8981f2c-9e96-416e-aad1-1eb4ac7a8194	Unlimited eSIM Data For 15 Days in Japan	Unlimited	15	10.68
Japan	f0d8c568-de11-454e-a118-a1b7f20fd7eb	Unlimited eSIM Data For 19 Days in Japan	Unlimited	19	11.25
Japan	ee6ffad8-f4bc-4672-a13e-d41516728464	Unlimited eSIM Data For 16 Days in Japan	Unlimited	16	11.25
Japan	8818f2f4-0da3-4382-ad36-dc39e77f4eda	Unlimited Plus eSIM Data For 9 Days in Japan	Unlimited	9	11.47
Japan	2d072d21-f54f-4784-8608-d93421394054	Unlimited Plus eSIM Data For 11 Days in Japan	Unlimited	11	11.62
Japan	37346424-ffa9-4485-8224-ae363165af51	Unlimited eSIM Data For 17 Days in Japan	Unlimited	17	11.83
Japan	049ce9be-545b-44a1-ab0c-fbe48a868be7	Unlimited eSIM Data For 20 Days in Japan	Unlimited	20	11.84
Japan	db159464-9397-47ef-a8ef-9d2532c30f0f	Unlimited eSIM Data For 18 Days in Japan	Unlimited	18	12.43
Japan	50f6d77a-8b2f-4825-89ab-4e9a6ab75443	Unlimited Plus eSIM Data For 12 Days in Japan	Unlimited	12	12.66
Japan	71095c24-c939-44bd-894f-f7dd4460b09e	Unlimited eSIM Data For 19 Days in Japan	Unlimited	19	13
Japan	4a9cd91c-32b6-408a-bd59-ad53a7670cc0	Unlimited Plus eSIM Data For 10 Days in Japan	Unlimited	10	13.29
Japan	1b35ab96-a885-4434-9daa-645adfda584b	Unlimited eSIM Data For 20 Days in Japan	Unlimited	20	13.6
Japan	3f5324ed-6dfc-4b01-92fb-ef061974bf8d	Unlimited Plus eSIM Data For 13 Days in Japan	Unlimited	13	13.7
Japan	c5d749b8-ac8c-4c99-b825-90d5cff01203	Unlimited Plus eSIM Data For 11 Days in Japan	Unlimited	11	14.42
Japan	faca7c6c-303b-4907-8c09-4a00bb430ffc	Unlimited eSIM Data For 25 Days in Japan	Unlimited	25	14.71
Japan	e22d55b4-2c9c-444c-ab08-86cd491a78e5	Unlimited Plus eSIM Data For 14 Days in Japan	Unlimited	14	14.71
Japan	6d14e909-0770-4d92-a480-acee683025f7	Unlimited Plus eSIM Data For 12 Days in Japan	Unlimited	12	15.56
Japan	3de3ca9a-0afd-4c93-8b23-c8e9c4a831a6	Unlimited Plus eSIM Data For 15 Days in Japan	Unlimited	15	15.75
Japan	dc2d1ffd-9465-46a2-86e5-6877616643b5	Unlimited eSIM Data For 25 Days in Japan	Unlimited	25	16.54
Japan	b1747312-4a17-4fb2-a890-16a4f6541142	Unlimited Plus eSIM Data For 13 Days in Japan	Unlimited	13	16.69
Japan	7626796a-25af-48a0-8bb3-68477d4d7e9b	Unlimited Plus eSIM Data For 16 Days in Japan	Unlimited	16	16.79
Japan	e85d5be1-d2b7-494e-9c99-f1ad96d54804	Unlimited eSIM Data For 30 Days in Japan	Unlimited	30	17.6
Japan	a430b065-b69f-4e33-8a20-2679cd8ccf81	Unlimited Plus eSIM Data For 17 Days in Japan	Unlimited	17	17.8
Japan	4e89ac2e-089f-4a67-b8fa-b9992fed0ca2	Unlimited Plus eSIM Data For 14 Days in Japan	Unlimited	14	17.82
Japan	a8e3818b-138d-4b23-b21e-fc21c3889dde	Unlimited Plus eSIM Data For 18 Days in Japan	Unlimited	18	18.84
Japan	3703985b-1f22-498a-b426-aff6d5fcb88a	Unlimited Plus eSIM Data For 15 Days in Japan	Unlimited	15	18.95
Japan	bd3a051d-f179-4f12-9dc3-29322351e657	Unlimited eSIM Data For 30 Days in Japan	Unlimited	30	19.46
Japan	6f41fd89-df6a-4290-b307-1f5caaed9f34	Unlimited Plus eSIM Data For 19 Days in Japan	Unlimited	19	19.88
Japan	9d5fe0eb-2efb-4a11-b127-e79184cffc0f	Unlimited Plus eSIM Data For 16 Days in Japan	Unlimited	16	20.09
Japan	001a4c65-2a0f-4f9e-ac03-ded4cc3069d1	Unlimited Plus eSIM Data For 20 Days in Japan	Unlimited	20	20.89
Japan	75127400-4adb-4564-ad74-90f191382d8a	Unlimited Plus eSIM Data For 17 Days in Japan	Unlimited	17	21.22
Japan	a60caed5-45c2-4223-b7c8-e6a3581c2c3d	Unlimited Plus eSIM Data For 18 Days in Japan	Unlimited	18	22.36
Japan	66a596ee-5595-4f43-8b05-f8699131a88e	Unlimited Plus eSIM Data For 19 Days in Japan	Unlimited	19	23.48
Japan	91b26af0-00ad-40d2-b069-2dfa628fb680	Unlimited Plus eSIM Data For 20 Days in Japan	Unlimited	20	24.62
Japan	ba05637e-70d8-4c0b-8753-c932bce158f8	Unlimited Plus eSIM Data For 25 Days in Japan	Unlimited	25	26.06
Japan	ab726009-f948-4562-af76-0113fb7bfdab	Unlimited Plus eSIM Data For 25 Days in Japan	Unlimited	25	30.27
Japan	bc15ccdc-cd90-4b6c-9de9-02624532eb5a	Unlimited Plus eSIM Data For 30 Days in Japan	Unlimited	30	31.2
Japan	6e496856-417d-4618-b945-c98f1e2e1218	Unlimited Plus eSIM Data For 30 Days in Japan	Unlimited	30	35.94
Jersey	01997010-2d4b-737e-85bc-66270cc41722	Unlimited Data For 1Day in Jersey, Throttled	Unlimited	1	5.59
Jersey	01997010-68e9-70f1-8484-6d5157a6879a	Unlimited Plus Data For 1Day in Jersey, Throttled	Unlimited	1	10.58
Jersey	01997010-2d62-7241-b034-ad13d952b5a6	Unlimited Data For 3Day in Jersey, Throttled	Unlimited	3	15.05
Jersey	01997010-2d77-725d-9960-95c4dcd44492	Unlimited Data For 5Day in Jersey, Throttled	Unlimited	5	23.84
Jersey	01997010-6903-7011-b82c-ad9c9e4952de	Unlimited Plus Data For 3Day in Jersey, Throttled	Unlimited	3	29.5
Jersey	01997010-2d8e-7322-a3bd-4bd5fc25b313	Unlimited Data For 7Day in Jersey, Throttled	Unlimited	7	33.15
Jersey	01997010-2da8-70fe-bf7f-f40a000ed8f4	Unlimited Data For 10Day in Jersey, Throttled	Unlimited	10	45.43
Jersey	01997010-6919-729c-a373-fbf79c19a148	Unlimited Plus Data For 5Day in Jersey, Throttled	Unlimited	5	47.1
Jersey	01997010-2dc0-7012-9777-422f3f970ed3	Unlimited Data For 15Day in Jersey, Throttled	Unlimited	15	65.35
Jersey	01997010-692c-71d8-bc19-9df4c417830f	Unlimited Plus Data For 7Day in Jersey, Throttled	Unlimited	7	65.71
Jersey	01997010-2dd5-7165-a241-71c4c4476df9	Unlimited Data For 20Day in Jersey, Throttled	Unlimited	20	84.95
Jersey	01997010-6941-735f-9396-b34336f7a85d	Unlimited Plus Data For 10Day in Jersey, Throttled	Unlimited	10	90.28
Jersey	01997010-2de9-72b1-8401-2072ade92543	Unlimited Data For 30Day in Jersey, Throttled	Unlimited	30	125.15
Jersey	01997010-695d-71fb-bef2-cb08b085e1f2	Unlimited Plus Data For 15Day in Jersey, Throttled	Unlimited	15	130.14
Jersey	01997010-6972-73a5-afc5-f145bae7d28d	Unlimited Plus Data For 20Day in Jersey, Throttled	Unlimited	20	169.34
Jersey	01997010-6984-7168-a5c4-37aae67b413c	Unlimited Plus Data For 30Day in Jersey, Throttled	Unlimited	30	249.74
Jordan	01997010-2e07-7261-8dd0-40b7a198892f	Unlimited Data For 1Day in Jordan, Throttled	Unlimited	1	4.17
Jordan	01997010-6998-703b-84c6-0b763b95c456	Unlimited Plus Data For 1Day in Jordan, Throttled	Unlimited	1	7.73
Jordan	01997010-2e1d-7227-9c9e-42ef771e2ec5	Unlimited Data For 3Day in Jordan, Throttled	Unlimited	3	10.92
Jordan	01997010-2e30-7323-a0ac-d260c12d6575	Unlimited Data For 5Day in Jordan, Throttled	Unlimited	5	17.2
Jordan	01997010-69b1-714a-a3ba-44e49d699354	Unlimited Plus Data For 3Day in Jordan, Throttled	Unlimited	3	21.24
Jordan	01997010-2e47-71e3-ad39-48a7202e0b34	Unlimited Data For 7Day in Jordan, Throttled	Unlimited	7	23.84
Jordan	01997010-2e5d-7052-a154-e63eea2ea494	Unlimited Data For 10Day in Jordan, Throttled	Unlimited	10	32.62
Jordan	01997010-69c5-738b-94f8-1bd0fe5d38bc	Unlimited Plus Data For 5Day in Jordan, Throttled	Unlimited	5	33.81
Jordan	01997010-2e95-721f-a96c-4e13ce616f02	Unlimited Data For 15Day in Jordan, Throttled	Unlimited	15	46.84
Jordan	01997010-69db-7259-825b-0aa8698b08ea	Unlimited Plus Data For 7Day in Jordan, Throttled	Unlimited	7	47.1
Jordan	01997010-2ec1-7321-9a72-47415f786fd2	Unlimited Data For 20Day in Jordan, Throttled	Unlimited	20	60.84
Jordan	01997010-69f2-7352-8f79-428ead7ea326	Unlimited Plus Data For 10Day in Jordan, Throttled	Unlimited	10	64.65
Jordan	01997010-2ee8-7395-9ad9-b0c85e6bce12	Unlimited Data For 30Day in Jordan, Throttled	Unlimited	30	89.55
Jordan	01997010-6a0d-7302-922a-d185484d7daf	Unlimited Plus Data For 15Day in Jordan, Throttled	Unlimited	15	93.12
Jordan	01997010-6a21-71f4-aa87-5aec0c5fff71	Unlimited Plus Data For 20Day in Jordan, Throttled	Unlimited	20	121.12
Jordan	01997010-6a3c-7102-a6eb-1342fe5bfd8e	Unlimited Plus Data For 30Day in Jordan, Throttled	Unlimited	30	178.54
Kazakhstan	01997010-4615-73f0-a9ce-71adc002c246	Unlimited Data For 1Day in Kazakhstan, Throttled	Unlimited	1	4.17
Kazakhstan	01997010-8812-718e-8ac2-54addd44445d	Unlimited Plus Data For 1Day in Kazakhstan, Throttled	Unlimited	1	7.73
Kazakhstan	01997010-4629-7055-8673-ecafbf62fcdc	Unlimited Data For 3Day in Kazakhstan, Throttled	Unlimited	3	10.92
Kazakhstan	01997010-4642-7296-ac37-d5bcd9c8035d	Unlimited Data For 5Day in Kazakhstan, Throttled	Unlimited	5	17.2
Kazakhstan	01997010-896f-704d-abb1-6f03308e6d14	Unlimited Plus Data For 3Day in Kazakhstan, Throttled	Unlimited	3	21.24
Kazakhstan	01997010-4657-70d5-8b64-7cc510bd50b1	Unlimited Data For 7Day in Kazakhstan, Throttled	Unlimited	7	23.84
Kazakhstan	01997010-466c-71c0-87ff-c6beee4363c1	Unlimited Data For 10Day in Kazakhstan, Throttled	Unlimited	10	32.62
Kazakhstan	01997010-89f1-73c4-842c-b7c7a5b79707	Unlimited Plus Data For 5Day in Kazakhstan, Throttled	Unlimited	5	33.81
Kazakhstan	01997010-4680-71a4-b214-3d70206ce4c5	Unlimited Data For 15Day in Kazakhstan, Throttled	Unlimited	15	46.84
Kazakhstan	01997010-8a61-73e6-b8f2-b67ccfc5e695	Unlimited Plus Data For 7Day in Kazakhstan, Throttled	Unlimited	7	47.1
Kazakhstan	01997010-4693-7206-b915-58602073d243	Unlimited Data For 20Day in Kazakhstan, Throttled	Unlimited	20	60.84
Kazakhstan	01997010-8b1c-71a2-9a5a-c61f64c1b8a6	Unlimited Plus Data For 10Day in Kazakhstan, Throttled	Unlimited	10	64.65
Kazakhstan	01997010-46ab-702f-a4dd-037e68cfe9af	Unlimited Data For 30Day in Kazakhstan, Throttled	Unlimited	30	89.55
Kazakhstan	01997010-8be2-7308-aa44-d06b9e5cacf6	Unlimited Plus Data For 15Day in Kazakhstan, Throttled	Unlimited	15	93.12
Kazakhstan	01997010-8d36-7021-bd4a-cb10067a24d5	Unlimited Plus Data For 20Day in Kazakhstan, Throttled	Unlimited	20	121.12
Kazakhstan	01997010-8dae-714d-b72f-28ef485f41a2	Unlimited Plus Data For 30Day in Kazakhstan, Throttled	Unlimited	30	178.54
Kenya	0973362e-87a4-40f6-8cab-474861258f1c	Unlimited eSIM Data For 1 Days in Kenya	Unlimited	1	13.19
Kenya	85478369-a9c0-4fc0-8c1e-677352b90533	Unlimited Plus eSIM Data For 1 Days in Kenya	Unlimited	1	31.23
Kenya	03d6f135-8501-4582-ba19-ea24efa39388	Unlimited eSIM Data For 3 Days in Kenya	Unlimited	3	37.49
Kenya	b022e9f2-02ff-4f3b-bd17-eed6a3e4de3a	Unlimited eSIM Data For 5 Days in Kenya	Unlimited	5	61.79
Kenya	e923620f-dbcc-4028-b2ea-38074e440483	Unlimited eSIM Data For 7 Days in Kenya	Unlimited	7	86.09
Kenya	fda71d00-68d0-43b7-a15e-c7b35ba62288	Unlimited Plus eSIM Data For 3 Days in Kenya	Unlimited	3	89.55
Kenya	ed5ae6db-fa52-4a97-b174-1c8dbe373c73	Unlimited eSIM Data For 10 Days in Kenya	Unlimited	10	122.54
Kenya	da62e9c7-512e-4251-bf8b-85db0228f95c	Unlimited Plus eSIM Data For 5 Days in Kenya	Unlimited	5	147.88
Kenya	2eb803ee-c739-451a-a1c6-e819e1d52155	Unlimited eSIM Data For 15 Days in Kenya	Unlimited	15	183.31
Kenya	3388618b-357c-451e-b3b5-3aef01c0613c	Unlimited Plus eSIM Data For 7 Days in Kenya	Unlimited	7	206.2
Kenya	2b910e76-aad5-4336-8e76-dfb015aacd4d	Unlimited Plus eSIM Data For 10 Days in Kenya	Unlimited	10	293.68
Kenya	3a89a1c4-473c-45bd-964a-a3df376396e0	Unlimited Plus eSIM Data For 15 Days in Kenya	Unlimited	15	439.51
Kosovo	b270725f-f79c-4a44-b783-d84712b48a90	Unlimited eSIM Data For 1 Days in Kosovo	Unlimited	1	19.81
Kosovo	1e926ebd-ebd2-4857-a98a-4bb7d9d2a77d	Unlimited Plus eSIM Data For 1 Days in Kosovo	Unlimited	1	47.13
Kosovo	8ae36a91-f44a-4458-a304-c318520c93c0	Unlimited eSIM Data For 3 Days in Kosovo	Unlimited	3	57.37
Kosovo	2f1dc41b-6889-4149-b183-c9e1fde12828	Unlimited eSIM Data For 5 Days in Kosovo	Unlimited	5	94.93
Kosovo	49dc915e-0f4a-4ef7-a366-c56af34e2bf9	Unlimited eSIM Data For 7 Days in Kosovo	Unlimited	7	132.49
Kosovo	629f71bd-5be8-4d26-8716-a4074a692b60	Unlimited Plus eSIM Data For 3 Days in Kosovo	Unlimited	3	137.28
Kosovo	8ee74b2a-f8a6-4454-988b-3d10b1e18465	Unlimited eSIM Data For 10 Days in Kosovo	Unlimited	10	188.82
Kosovo	c1dd329f-388a-4084-9e1a-726101e8cc60	Unlimited Plus eSIM Data For 5 Days in Kosovo	Unlimited	5	227.41
Kosovo	87f88c00-e5ce-4c4a-b326-d42f9f413cb9	Unlimited Plus eSIM Data For 7 Days in Kosovo	Unlimited	7	317.55
Kosovo	4ed5d85f-8551-4914-afe0-9a640f31c78e	Unlimited Plus eSIM Data For 10 Days in Kosovo	Unlimited	10	452.75
Kuwait	01997010-3030-73cd-8a28-ede230c72e0e	Unlimited Data For 1Day in Kuwait, Throttled	Unlimited	1	5.36
Kuwait	01997010-6b10-73cf-966b-34eff39f7b1f	Unlimited Plus Data For 1Day in Kuwait, Throttled	Unlimited	1	10.1
Kuwait	01997010-3044-71ba-92ed-0fb6a350793c	Unlimited Data For 3Day in Kuwait, Throttled	Unlimited	3	14.36
Kuwait	01997010-3058-738b-9179-520eee25ed89	Unlimited Data For 5Day in Kuwait, Throttled	Unlimited	5	22.74
Kuwait	01997010-6b29-7130-be5d-5109e835fcae	Unlimited Plus Data For 3Day in Kuwait, Throttled	Unlimited	3	28.13
Kuwait	01997010-306b-738c-a8d9-15f8312d9b98	Unlimited Data For 7Day in Kuwait, Throttled	Unlimited	7	31.6
Kuwait	01997010-307f-7023-b7ee-b993c4e1f451	Unlimited Data For 10Day in Kuwait, Throttled	Unlimited	10	43.29
Kuwait	01997010-6b3e-722b-811d-613e0466fb79	Unlimited Plus Data For 5Day in Kuwait, Throttled	Unlimited	5	44.89
Kuwait	01997010-3093-73d3-bbc2-a6317465c3b4	Unlimited Data For 15Day in Kuwait, Throttled	Unlimited	15	62.27
Kuwait	01997010-6b54-7142-a9b1-50f34d6ba08d	Unlimited Plus Data For 7Day in Kuwait, Throttled	Unlimited	7	62.61
Kuwait	01997010-30a5-709e-a8c1-a4a6aa7345f1	Unlimited Data For 20Day in Kuwait, Throttled	Unlimited	20	80.93
Kuwait	01997010-6b6a-707f-ad7e-2e4445ba1c3a	Unlimited Plus Data For 10Day in Kuwait, Throttled	Unlimited	10	86.01
Kuwait	01997010-30b8-734b-a63f-33e861ec9e66	Unlimited Data For 30Day in Kuwait, Throttled	Unlimited	30	119.21
Kuwait	01997010-6b87-70a1-bdbc-204e74d18016	Unlimited Plus Data For 15Day in Kuwait, Throttled	Unlimited	15	123.97
Kuwait	01997010-6b9e-71f4-9670-8612c21c1b95	Unlimited Plus Data For 20Day in Kuwait, Throttled	Unlimited	20	161.3
Kuwait	01997010-6bb2-727a-a604-aa2c849d966d	Unlimited Plus Data For 30Day in Kuwait, Throttled	Unlimited	30	237.87
Kyrgyzstan	35091645-9b2c-4d9b-b745-db1bdfb2200a	Unlimited eSIM Data For 1 Days in Kyrgyzstan	Unlimited	1	19.81
Kyrgyzstan	fed7e023-02b8-4891-847a-5da2d6944460	Unlimited Plus eSIM Data For 1 Days in Kyrgyzstan	Unlimited	1	47.13
Kyrgyzstan	a28c8797-d032-4933-8bb4-52e945b30838	Unlimited eSIM Data For 3 Days in Kyrgyzstan	Unlimited	3	57.37
Kyrgyzstan	b9c4981e-4aba-48af-901d-eb717416e207	Unlimited eSIM Data For 5 Days in Kyrgyzstan	Unlimited	5	94.93
Kyrgyzstan	c13cabd4-f0b5-4269-91e8-591dabd41593	Unlimited eSIM Data For 7 Days in Kyrgyzstan	Unlimited	7	132.49
Kyrgyzstan	3f4da43c-6d77-4ad3-9190-58bd57fd0f82	Unlimited Plus eSIM Data For 3 Days in Kyrgyzstan	Unlimited	3	137.28
Kyrgyzstan	27f28e76-b546-4964-8f18-e5b2fa7f5f3e	Unlimited eSIM Data For 10 Days in Kyrgyzstan	Unlimited	10	188.82
Kyrgyzstan	866c27c9-458b-4fef-8aa9-310d017a9c29	Unlimited Plus eSIM Data For 5 Days in Kyrgyzstan	Unlimited	5	227.41
Kyrgyzstan	afc15788-ca8b-4154-ab0e-ae4ca63fa2e9	Unlimited Plus eSIM Data For 7 Days in Kyrgyzstan	Unlimited	7	317.55
Kyrgyzstan	81799241-49e3-432a-ba9c-3802e802014c	Unlimited Plus eSIM Data For 10 Days in Kyrgyzstan	Unlimited	10	452.75
Laos	01997010-5101-7238-af68-1462a157bd15	Unlimited Data For 1Day in Laos, Throttled	Unlimited	1	33.6
Laos	01997010-9f7f-719e-a825-0fe2f8b893d9	Unlimited Plus Data For 1Day in Laos, Throttled	Unlimited	1	66.58
Laos	01997010-5118-708e-b0cb-e75ef7546eda	Unlimited Data For 3Day in Laos, Throttled	Unlimited	3	96.26
Laos	01997010-512c-71a1-a9f3-c7630ad4023b	Unlimited Data For 5Day in Laos, Throttled	Unlimited	5	154.52
Laos	01997010-9f98-7282-9400-b9785db1e0e8	Unlimited Plus Data For 3Day in Laos, Throttled	Unlimited	3	191.92
Laos	01997010-513f-7358-8723-0c3e498902c8	Unlimited Data For 7Day in Laos, Throttled	Unlimited	7	216.1
Laos	01997010-5152-719f-a2d4-184a82089e1f	Unlimited Data For 10Day in Laos, Throttled	Unlimited	10	297.46
Laos	01997010-9fae-7136-93e5-a53f4a12bff3	Unlimited Plus Data For 5Day in Laos, Throttled	Unlimited	5	308.46
Laos	01997010-5166-7342-a959-01dc497b70ba	Unlimited Data For 15Day in Laos, Throttled	Unlimited	15	429.39
Laos	01997010-9fc8-721a-a0b2-6eed07e2daad	Unlimited Plus Data For 7Day in Laos, Throttled	Unlimited	7	431.61
Laos	01997010-5178-734b-b54e-6a3574b075d7	Unlimited Data For 20Day in Laos, Throttled	Unlimited	20	559.13
Laos	01997010-9fde-72b7-982b-8bf483b79258	Unlimited Plus Data For 10Day in Laos, Throttled	Unlimited	10	594.33
Laos	01997010-518d-73d9-9c13-a97ba97584a5	Unlimited Data For 30Day in Laos, Throttled	Unlimited	30	825.22
Laos	01997010-9ff5-7100-82d6-23c409b3df19	Unlimited Plus Data For 15Day in Laos, Throttled	Unlimited	15	858.21
Laos	01997010-a00c-730a-898b-1af4aed92081	Unlimited Plus Data For 20Day in Laos, Throttled	Unlimited	20	1117.7
Laos	01997010-a027-73f8-80d9-18f995c42f86	Unlimited Plus Data For 30Day in Laos, Throttled	Unlimited	30	1649.88
Latvia	01997010-30cc-7076-8527-54925a40793f	Unlimited Data For 1Day in Latvia, Throttled	Unlimited	1	1.99
Latvia	01997010-6bca-70fa-9007-63caf70c0d43	Unlimited Plus Data For 1Day in Latvia, Throttled	Unlimited	1	3.36
Latvia	01997010-30e0-73f8-b502-1d6d2d6e07b5	Unlimited Data For 3Day in Latvia, Throttled	Unlimited	3	4.59
Latvia	01997010-30f5-739b-90c1-162521a45ff6	Unlimited Data For 5Day in Latvia, Throttled	Unlimited	5	7.01
Latvia	01997010-6bdd-71fb-b688-13f4c6cc9c33	Unlimited Plus Data For 3Day in Latvia, Throttled	Unlimited	3	8.58
Latvia	01997010-310e-70d4-a0a4-997d77f465ab	Unlimited Data For 7Day in Latvia, Throttled	Unlimited	7	9.58
Latvia	01997010-3125-72b4-9d6b-4e0a558de396	Unlimited Data For 10Day in Latvia, Throttled	Unlimited	10	12.97
Latvia	01997010-6bf4-730f-9bae-554c91c07d6a	Unlimited Plus Data For 5Day in Latvia, Throttled	Unlimited	5	13.43
Latvia	01997010-3139-72d8-a701-98ae8697b442	Unlimited Data For 15Day in Latvia, Throttled	Unlimited	15	18.46
Latvia	01997010-6c09-70b6-bc2c-12f39c648f77	Unlimited Plus Data For 7Day in Latvia, Throttled	Unlimited	7	18.57
Latvia	01997010-3151-726a-9952-f1c34e59e919	Unlimited Data For 20Day in Latvia, Throttled	Unlimited	20	23.87
Latvia	01997010-6c1d-72c3-a3db-4d3f6a934f02	Unlimited Plus Data For 10Day in Latvia, Throttled	Unlimited	10	25.35
Latvia	01997010-3164-71f1-a323-f6817cd992ac	Unlimited Data For 30Day in Latvia, Throttled	Unlimited	30	34.97
Latvia	01997010-6c38-703b-a6c3-e9f897f8cdb2	Unlimited Plus Data For 15Day in Latvia, Throttled	Unlimited	15	36.35
Latvia	01997010-6c4f-70c4-a13a-7d0c5f605944	Unlimited Plus Data For 20Day in Latvia, Throttled	Unlimited	20	47.18
Latvia	01997010-6c68-721f-9041-554ea7d9356c	Unlimited Plus Data For 30Day in Latvia, Throttled	Unlimited	30	69.38
Lesotho	1976d4a1-6331-4498-93e5-a56aec233423	Unlimited eSIM Data For 1 Days in Lesotho	Unlimited	1	5.01
Lesotho	56cf3122-5168-4fe4-89e8-f0c00b07e8be	Unlimited Plus eSIM Data For 1 Days in Lesotho	Unlimited	1	11.61
Lesotho	bfd41c05-f8f3-4526-b5b7-8212f741f5ad	Unlimited eSIM Data For 3 Days in Lesotho	Unlimited	3	12.97
Lesotho	bc774c56-4bf7-4578-a3d2-5ad00147793c	Unlimited eSIM Data For 5 Days in Lesotho	Unlimited	5	20.91
Lesotho	03a0f1a2-a99c-4cf8-b973-44617abed50d	Unlimited eSIM Data For 7 Days in Lesotho	Unlimited	7	28.87
Lesotho	b040dcfb-64f2-4947-9d53-aeb859f98756	Unlimited Plus eSIM Data For 3 Days in Lesotho	Unlimited	3	30.71
Lesotho	87bde64d-44fd-460f-8b6f-4945afb9e477	Unlimited eSIM Data For 10 Days in Lesotho	Unlimited	10	40.79
Lesotho	ff01fb35-9675-4d1b-837b-21cc6063dfef	Unlimited Plus eSIM Data For 5 Days in Lesotho	Unlimited	5	49.77
Lesotho	354b5cf6-a295-4648-80d9-741b790344b6	Unlimited eSIM Data For 15 Days in Lesotho	Unlimited	15	60.68
Lesotho	a4b8dfa9-fb39-4aec-ae3e-e8ac64fd2483	Unlimited Plus eSIM Data For 7 Days in Lesotho	Unlimited	7	68.87
Lesotho	b006a1a6-04b8-4bf5-8666-9a2e16bbc1d1	Unlimited Plus eSIM Data For 10 Days in Lesotho	Unlimited	10	97.48
Lesotho	18e41fe3-fdb9-42aa-8cad-f187d2ea3f6f	Unlimited eSIM Data For 30 Days in Lesotho	Unlimited	30	120.33
Lesotho	c6591ee1-e6a8-4263-8538-f557592dde1a	Unlimited Plus eSIM Data For 15 Days in Lesotho	Unlimited	15	145.21
Lesotho	42b34cc5-6373-4239-9f2e-99255f26a26c	Unlimited Plus eSIM Data For 30 Days in Lesotho	Unlimited	30	288.38
Liberia	3e1ad9b6-c15e-46b0-bbe8-0631e4f2f72f	Unlimited eSIM Data For 1 Days in Liberia	Unlimited	1	19.81
Liberia	5626ada1-556d-4876-b426-ba812708aa48	Unlimited Plus eSIM Data For 1 Days in Liberia	Unlimited	1	47.13
Liberia	8e6cad39-502f-484d-953f-d972490d4fbb	Unlimited eSIM Data For 3 Days in Liberia	Unlimited	3	57.37
Liberia	0dc88002-7365-412a-a713-b6c4bce6564c	Unlimited eSIM Data For 5 Days in Liberia	Unlimited	5	94.93
Liberia	8140d2c6-f5c1-44c7-bca5-f529f849771a	Unlimited eSIM Data For 7 Days in Liberia	Unlimited	7	132.49
